,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
8658,24,Bastille Avenue,Donald,Dobson,69,Head,Married,Male,Retired IT trainer,None,Christian
8659,24,Bastille Avenue,Melissa,Dobson,67,Wife,Married,Female,Operational investment banker,None,Christian
8660,25,Bastille Avenue,Hayley,Middleton,50,Head,Married,Female,Hydrologist,None,None
8661,25,Bastille Avenue,Justin,Middleton,51,Husband,Married,Male,Proofreader,None,None
8662,25,Bastille Avenue,Charlie,Middleton,24,Son,Divorced,m,Illustrator,None,None
8663,25,Bastille Avenue,Clifford,Middleton,21,Son,Single,Male,University Student,None,None
8664,25,Bastille Avenue,Timothy,Middleton,7,Son,NA,Male,Student,None,NA
8665,26,Bastille Avenue,Stephanie,Richardson,66,Head,Married,Female,"Research officer, government",None,Christian
8666,26,Bastille Avenue,Michael,Richardson,67,Husband,Married,Male,"Surveyor, planning and development",None,Christian
8667,26,Bastille Avenue,Lynda,Richardson,30,Daughter,Single,Female,"Surveyor, building control",None,Christian
8668,26,Bastille Avenue,Sam,Richardson,26,Son,Single,Male,Air cabin crew,None,Christian
8669,27,Bastille Avenue,Kirsty,Jennings,36,Head,Divorced,Female,Unemployed,None,Methodist
8670,27,Bastille Avenue,Owen,Jennings,1,Son,NA,Male,Child,None,NA
8671,27,Bastille Avenue,Matthew,Ward,38,Visitor,Single,Male,Marketing executive,None,None
8672,27,Bastille Avenue,Karen,Thompson,63,Sibling,Single,Female,Historic buildings inspector/conservation officer,None,Christian
8673,28,Bastille Avenue,Leonard,Walker,26,Head,Divorced,Male,Art therapist,None,Christian
8674,29,Bastille Avenue,Charlene,Wong,49,Head,Married,Female,General practice doctor,None,Catholic
8675,29,Bastille Avenue,Charlie,Wong,53,Husband,Married,Male,"Clinical scientist, histocompatibility and immunogenetics",None,None
8676,29,Bastille Avenue,Jonathan,Wong,10,Son,NA,Male,Student,None,NA
8677,29,Bastille Avenue,Francesca,Wong,5,Daughter,NA,female,Student,None,NA
8678,30,Bastille Avenue,Rosie,Parker,22,Head,Married,Female,University Student,None,Christian
8679,30,Bastille Avenue,Alexander,Parker,25,Husband,Married,Male,Counselling psychologist,None,Christian
8680,30,Bastille Avenue,Deborah,Parker,6,Daughter,NA,Female,Student,None,NA
8681,30,Bastille Avenue,Benjamin,Parker,2,Son,NA,Male,Child,None,NA
8682,30,Bastille Avenue,Heather,Parker,2,Daughter,NA,Female,Child,None,NA
8683,30,Bastille Avenue,Gareth,Watson,23,Lodger,Single,Male,Tax adviser,None,Catholic
8684,31,Bastille Avenue,Natasha,Powell,27,Head,Married,Female,"Engineer, drilling",None,None
8685,31,Bastille Avenue,Hugh,Powell,28,Husband,Married,Male,"Civil engineer, contracting",None,None
8686,31,Bastille Avenue,Norman,Powell,7,Son,NA,Male,Student,None,NA
8687,31,Bastille Avenue,Hayley,Powell,3,Daughter,NA,Female,Child,None,NA
8688,31,Bastille Avenue,Rhys,Powell,2,Son,NA,Male,Child,None,NA
8689,31,Bastille Avenue,Donald,Gibbs-Powell,1,Son,NA,Male,Child,None,NA
8690,32,Bastille Avenue,Gillian,Baker,35,Head,Single,Female,Industrial/product designer,None,None
8691,32,Bastille Avenue,Gary,Martin,37,Partner,Single,Male,Social worker,None,None
8692,32,Bastille Avenue,Joe,Baker,5,Son,NA,Male,Student,None,NA
8693,32,Bastille Avenue,Elaine,Baker,4,Daughter,NA,Female,Child,None,NA
8694,32,Bastille Avenue,Stephen,Baker,2,Son,NA,Male,Child,None,NA
8695,33,Bastille Avenue,Victoria,John,54,Head,Married,Female,Surgeon,None,Christian
8696,33,Bastille Avenue,Samuel,John,57,Husband,Married,Male,"Scientist, physiological",None,Christian
8697,33,Bastille Avenue,Dennis,John,16,Son,NA,Male,Student,None,NA
8698,34,Bastille Avenue,Kathryn,Wright,35,Head,Single,Female,"Therapist, occupational",None,Catholic
8699,34,Bastille Avenue,Mohammed,Cooke,62,None,Single,Male,Jewellery designer,None,None
8700,34,Bastille Avenue,Lee,John,35,None,Single,Male,Archaeologist,None,None
8701,34,Bastille Avenue,Kim,King,46,None,Single,Female,Haematologist,None,Christian
8702,34,Bastille Avenue,Pamela,Birch,49,None,Single,Female,Unemployed,None,Catholic
8703,35,Bastille Avenue,Beth,Burns,23,Head,Married,Female,Risk analyst,None,None
8704,35,Bastille Avenue,Marcus,Burns,22,Husband,Married,Male,University Student,None,None
8705,35,Bastille Avenue,Joshua,Bird-Burns,3,Son,NA,Male,Child,None,NA
8706,35,Bastille Avenue,Mohammed,Bird-Burns,1,Son,NA,Male,Child,None,NA
8707,36,Bastille Avenue,Garry,Evans,56,Head,Married,Male,Actuary,None,Christian
8708,36,Bastille Avenue,Pamela,Evans,51,Wife,Married,Female,Financial planner,None,Christian
8709,36,Bastille Avenue,Joe,Evans,20,Son,D,Male,"Copywriter, advertising",None,None
8710,36,Bastille Avenue,Wendy,Evans,17,Daughter,NA,Female,Student,None,NA
8711,37,Bastille Avenue,Lee,Clayton,30,Head,Single,Male,Geophysical data processor,None,None
8712,38,Bastille Avenue,Martyn,Smith,73,Head,Married,Male,Retired Administrator,None,None
8713,38,Bastille Avenue,Rosemary,Smith,66,Wife,M,Female,Building services engineer,None,None
8714,39,Bastille Avenue,William,Parsons,42,Head,Married,Male,Bonds trader,None,Methodist
8715,39,Bastille Avenue,Tina,Parsons,39,Wife,Married,Female,Video editor,None,Methodist
8716,39,Bastille Avenue,Elliott,Parsons,7,Son,NA,Male,Student,None,NA
8717,39,Bastille Avenue,Tom,Parsons,6,Son,NA,Male,Student,None,NA
8718,39,Bastille Avenue,Carl,Parsons,3,Son,NA,Male,Child,None,NA
8719,40,Bastille Avenue,Rebecca,Hawkins,36,Head,Married,Female,"Designer, exhibition/display",None,Methodist
8720,40,Bastille Avenue,Denis,Hawkins,41,Husband,Married,Male,"Designer, industrial/product",None,None
8721,40,Bastille Avenue,Robert,Higgins-Hawkins,18,Son,Single,Male,Student,None,Methodist
8722,40,Bastille Avenue,Heather,Higgins-Hawkins,11,Daughter,NA,Female,Student,None,NA
8723,40,Bastille Avenue,Georgina,Higgins-Hawkins,7,Daughter,NA,Female,Student,None,NA
8724,41,Bastille Avenue,Nicola,Gilbert,25,Head,Divorced,Female,Accounting technician,None,None
8725,42,Bastille Avenue,Carole,Jones,44,Head,Single,Female,"Surveyor, minerals",None,Christian
8726,42,Bastille Avenue,Lynn,Jones,15,Daughter,NA,Female,Student,None,NA
8727,42,Bastille Avenue,Julian,Jones,14,Son,NA,Male,Student,None,NA
8728,42,Bastille Avenue,Kathryn,Jones,10,Daughter,NA,Female,Student,None,NA
8729,43,Bastille Avenue,Luke,Dawson,64,Head,Single,Male,Forest/woodland manager,None,Christian
8730,43,Bastille Avenue,Wendy,Smith,28,None,Single,Female,Plant breeder/geneticist,None,Christian
8731,43,Bastille Avenue,Shane,Hill,46,None,Single,Male,Holiday representative,None,Christian
8732,43,Bastille Avenue,Katy,Davies,48,None,Single,Female,Chemical engineer,None,Christian
8733,44,Bastille Avenue,Maria,Dean,67,Head,Widowed,Female,Unemployed,None,Methodist
8734,44,Bastille Avenue,Francis,Dean,28,Son,Widowed,Male,"Administrator, charities/voluntary organisations",None,Methodist
8735,44,Bastille Avenue,Tom,Dean,25,Son,Single,Male,"Therapist, horticultural",None,None
8736,44,Bastille Avenue,Margaret,Dean,21,Daughter,Single,Female,University Student,None,Methodist
8737,44,Bastille Avenue,Nicola,Dean,19,Daughter,Single,Female,University Student,None,Methodist
8738,45,Bastille Avenue,Rosemary,Carroll,46,Head,Divorced,Female,Air broker,None,Catholic
8739,45,Bastille Avenue,Dean,Carroll,13,Son,NA,Male,Student,None,NA
8740,45,Bastille Avenue,Margaret,Carroll,9,Daughter,NA,f,Student,None,NA
8741,45,Bastille Avenue,Francesca,Carroll,7,Daughter,NA,Female,Student,None,NA
8742,46,Bastille Avenue,Jade,Harvey,58,Head,Divorced,Female,Unemployed,None,None
8743,46,Bastille Avenue,Abdul,Harvey,35,Son,Single,Male,Retail manager,None,None
8744,46,Bastille Avenue,Darren,Harvey,27,Son,Single,Male,Manufacturing engineer,None,None
8745,46,Bastille Avenue,Zoe,Harvey,20,Daughter,Divorced,Female,University Student,None,None
8746,47,Bastille Avenue,Marcus,Miles,38,Head,Married,Male,Nature conservation officer,None,None
8747,47,Bastille Avenue,Cheryl,Miles,35,Wife,Married,Female,Film/video editor,None,None
8748,48,Bastille Avenue,Bradley,Turner,71,Head,Married,Male,Retired Physiological scientist,None,Methodist
8749,48,Bastille Avenue,Catherine,Turner,65,Wife,Married,Female,Theatre director,None,None
8750,49,Bastille Avenue,Valerie,Page,68,Head,Single,Female,Retired Magazine journalist,None,None
8751,49,Bastille Avenue,Mohammad,Rees,70,Partner,Single,Male,Retired Medical technical officer,None,None
8752,49,Bastille Avenue,Frank,Page,28,Son,Single,Male,Herpetologist,None,None
8753,49,Bastille Avenue,Sally,Page,26,Daughter,Divorced,Female,"Education officer, environmental",None,None
8754,49,Bastille Avenue,Sophie,Page,17,Daughter,NA,Female,Student,None,NA
8755,49,Bastille Avenue,Ellie,Page,15,Daughter,NA,Female,Student,None,NA
8756,50,Bastille Avenue,Jill,Lucas,19,Head,Single,Female,University Student,None,Christian
8757,50,Bastille Avenue,Eleanor,Archer,20,None,Single,Female,University Student,None,Christian
8758,50,Bastille Avenue,Julia,Thomas,19,None,Single,Female,University Student,None,Catholic
8759,50,Bastille Avenue,Colin,Rose,20,None,Single,Male,University Student,None,Methodist
8760,50,Bastille Avenue,Lindsey,Adams,20,None,Single,Female,University Student,None,Methodist
8761,51,Bastille Avenue,Amy,Patel,34,Head,Divorced,Female,Unemployed,None,Catholic
8762,51,Bastille Avenue,Matthew,Patel,10,Son,NA,Male,Student,None,NA
8763,51,Bastille Avenue,Olivia,Patel,7,Daughter,NA,Female,Student,None,NA
8764,51,Bastille Avenue,Philip,Patel,3,Son,NA,Male,Child,None,NA
8765,1,Sandy Lane,Francis,Morris,26,Head,Single,Male,Psychiatrist,None,Christian
8766,2,Sandy Lane,Joan,Thomas,75,Head,Married,Female,Retired Actuary,None,Christian
8767,2,Sandy Lane,Glenn,Thomas,76,Husband,Married,male,"Retired Pharmacist, community",None,None
8768,2,Sandy Lane,Mark,Thomas,39,Son,Single,Male,"Doctor, hospital",None,None
8769,2,Sandy Lane,Malcolm,Thomas,35,Son,Single,Male,Firefighter,None,Christian
8770,3,Sandy Lane,Michelle,Walker,38,Head,Single,Female,Energy manager,None,Catholic
8771,3,Sandy Lane,Ruth,Walker,8,Daughter,NA,Female,Student,None,NA
8772,4,Sandy Lane,Amanda,Wyatt,50,Head,Married,Female,Geoscientist,None,Christian
8773,4,Sandy Lane,Roy,Wyatt,53,Husband,Married,Male,"Education officer, museum",None,Christian
8774,4,Sandy Lane,Georgia,Wyatt,13,Daughter,NA,Female,Student,None,NA
8775,5,Sandy Lane,Gail,Turner,32,Head,Married,Female,Contractor,None,None
8776,5,Sandy Lane,Toby,Turner,31,Husband,Married,Male,"Programmer, multimedia",None,None
8777,5,Sandy Lane,Natalie,Turner,4,Daughter,NA,Female,Child,None,NA
8778,6,Sandy Lane,Sian,Gill,50,Head,Married,Female,Audiological scientist,None,Christian
8779,6,Sandy Lane,Leonard,Gill,52,Husband,Married,Male,Chief Marketing Officer,None,Christian
8780,6,Sandy Lane,Lucy,Gill,15,Daughter,NA,Female,Student,None,NA
8781,7,Sandy Lane,Peter,Morgan,32,Head,Married,Male,Advertising account executive,None,None
8782,7,Sandy Lane,Georgina,Morgan,30,Wife,Married,Female,Ceramics designer,None,None
8783,8,Sandy Lane,Hayley,Harris,73,Head,Married,Female,Retired Hospital doctor,None,Christian
8784,8,Sandy Lane,Oliver,Harris,79,Husband,Married,Male,"Retired Teacher, secondary school",None,None
8785,9,Sandy Lane,Danny,Patel,51,Head,Widowed,Male,Computer games developer,None,Christian
8786,10,Sandy Lane,Jamie,Simpson,89,Head,Widowed,Male,"Retired Engineer, structural",None,Christian
8787,11,Sandy Lane,Eleanor,Walker,47,Head,Divorced,Female,"Journalist, broadcasting",None,None
8788,11,Sandy Lane,Lorraine,Walker,54,Cousin,Divorced,Female,Office manager,None,None
8789,12,Sandy Lane,Katherine,Taylor,70,Head,Married,Female,Retired Jewellery designer,None,Methodist
8790,12,Sandy Lane,Adrian,Taylor,74,Husband,Married,M,Retired Theatre manager,None,Methodist
8791,12,Sandy Lane,Guy,Taylor,21,Grandson,Single,Male,University Student,None,None
8792,12,Sandy Lane,Ashleigh,Taylor,19,Granddaughter,Single,Female,University Student,None,Methodist
8793,13,Sandy Lane,Joe,Cross,70,Head,Married,Male,Retired Nutritional therapist,None,Catholic
8794,13,Sandy Lane,Lydia,Cross,68,Wife,Married,Female,Retired Warden/ranger,None,None
8795,13,Sandy Lane,Vincent,Cross,36,Son,Single,Male,Commercial/residential surveyor,None,Catholic
8796,14,Sandy Lane,Kim,Clarke-Haynes,39,Head,Single,Female,"Conservator, furniture",None,Catholic
8797,14,Sandy Lane,Christian,Palmer,38,Partner,Single,Male,"Conservator, museum/gallery",None,Catholic
8798,14,Sandy Lane,Jennifer,Clarke-Haynes,0,Daughter,NA,Female,Child,None,NA
8799,14,Sandy Lane,Robert,Kerr,21,Lodger,Single,Male,University Student,None,None
8800,14,Sandy Lane,Henry,Morris,57,Lodger,Single,Male,"Psychologist, occupational",None,Christian
8801,15,Sandy Lane,Alison,Bryant,54,Head,Divorced,Female,Commercial horticulturist,None,Christian
8802,16,Sandy Lane,Natalie,Hussain,87,Head,Married,Female,Retired Best boy,None,Christian
8803,16,Sandy Lane,Gareth,Hussain,99,Husband,Married,Male,Retired Cabin crew,None,Christian
8804,17,Sandy Lane,Conor,Evans,34,Head,Married,Male,Illustrator,None,None
8805,17,Sandy Lane,Linda,Evans,31,Wife,Married,Female,"Designer, furniture",None,None
8806,17,Sandy Lane,Aimee,Evans,4,Daughter,NA,Female,Child,None,NA
8807,17,Sandy Lane,Lewis,Evans,1,Son,NA,Male,Child,None,NA
8808,18,Sandy Lane,Philip,Burke,88,Head,Divorced,Male,Retired Multimedia specialist,None,Christian
8809,19,Sandy Lane,Georgina,West,34,Head,Single,Female,"Designer, graphic",None,Catholic
8810,20,Sandy Lane,Grace,Yates,59,Head,Married,Female,"Lighting technician, broadcasting/film/video",None,Christian
8811,20,Sandy Lane,Anthony,Yates,60,Husband,Married,Male,"Optician, dispensing",None,Christian
8812,20,Sandy Lane,Nigel,Yates,33,Son,Single,Male,"Scientist, product/process development",None,None
8813,20,Sandy Lane,Holly,Yates,33,Daughter,Single,Female,Engineering geologist,None,Christian
8814,1,Carlisle Avenue,Rachel,Powell,60,Head,Single,Female,Unemployed,None,Christian
8815,1,Carlisle Avenue,Ashleigh,Owens,59,None,Single,Female,Maintenance engineer,None,None
8816,1,Carlisle Avenue,Suzanne,Hodgson,37,None,Single,F,Counselling psychologist,None,Catholic
8817,1,Carlisle Avenue,Karl,Franklin,41,None,Single,Male,"Development worker, community",None,None
8818,1,Carlisle Avenue,Clare,Baker,33,None,Single,Female,"Programmer, systems",None,None
8819,1,Carlisle Avenue,Jake,Johnson,19,None,Single,Male,University Student,None,None
8820,1,Carlisle Avenue,Maurice,Mitchell,22,None,Single,Male,University Student,None,Catholic
8821,2,Carlisle Avenue,Chloe,Saunders,25,Head,Married,Female,Herpetologist,None,Christian
8822,2,Carlisle Avenue,Mark,Saunders,27,Husband,Married,Male,Homeopath,None,None
8823,2,Carlisle Avenue,Christian,Saunders,3,Son,NA,Male,Child,None,NA
8824,3,Carlisle Avenue,Shannon,Page,49,Head,Divorced,Female,Diagnostic radiographer,None,Christian
8825,3,Carlisle Avenue,Elaine,Page,18,Daughter,Single,Female,Student,None,None
8826,3,Carlisle Avenue,Francis,Page,14,Son,NA,Male,Student,None,NA
8827,4,Carlisle Avenue,Malcolm,Davidson,32,Head,Single,Male,"Pilot, airline",None,Christian
8828,4,Carlisle Avenue,Sheila,Davidson,35,Cousin,Single,Female,Mechanical engineer,None,Christian
8829,5,Carlisle Avenue,Jane,Lowe,37,Head,Single,Female,Print production planner,None,None
8830,5,Carlisle Avenue,Peter,Doherty,39,Partner,Single,Male,Sales promotion account executive,None,None
8831,5,Carlisle Avenue,Kevin,Lowe,11,Son,NA,Male,Student,None,NA
8832,5,Carlisle Avenue,Laura,Taylor-Lowe,11,Daughter,NA,Female,Student,None,NA
8833,6,Carlisle Avenue,Marie,Hussain,25,Head,Married,Female,Immigration officer,None,Christian
8834,6,Carlisle Avenue,Frank,Hussain,27,Husband,Married,Male,Music therapist,None,None
8835,7,Carlisle Avenue,Annette,Simpson,44,Head,Divorced,Female,Herbalist,None,None
8836,7,Carlisle Avenue,Charles,Simpson,2,Son,NA,Male,Child,None,NA
8837,7,Carlisle Avenue,Dominic,Simpson,1,Son,NA,Male,Child,None,NA
8838,7,Carlisle Avenue,Mitchell,Davies,45,Lodger,Single,Male,Analytical chemist,None,None
8839,8,Carlisle Avenue,Lydia,Richardson,53,Head,Married,Female,Herpetologist,None,Catholic
8840,8,Carlisle Avenue,Harry,Richardson,54,Husband,Married,Male,Adult guidance worker,None,Catholic
8841,8,Carlisle Avenue,Alexander,Richardson,26,Son,Single,Male,Housing manager/officer,None,Catholic
8842,8,Carlisle Avenue,Iain,Richardson,20,Son,Single,Male,University Student,None,Catholic
8843,8,Carlisle Avenue,Julie,Richardson,17,Daughter,NA,Female,Student,None,NA
8844,9,Carlisle Avenue,Lauren,Duncan,45,Head,Married,Female,Conference centre manager,None,Catholic
8845,9,Carlisle Avenue,Mathew,Duncan,49,Husband,Married,Male,Printmaker,None,Catholic
8846,9,Carlisle Avenue,Adrian,Duncan,18,Son,Divorced,Male,Student,None,None
8847,9,Carlisle Avenue,Cameron,Duncan,14,Son,NA,Male,Student,None,NA
8848,10,Carlisle Avenue,Amelia,Wilson,48,Head,Married,Female,Clinical embryologist,None,None
8849,10,Carlisle Avenue,Allan,Wilson,49,Husband,Married,Male,"Programme researcher, broadcasting/film/video",None,None
8850,10,Carlisle Avenue,Adrian,Wilson,7,Nephew,NA,Male,Student,None,NA
8851,1,Waterloohawk Road,Damien,Short,37,Head,Single,Male,Marketing executive,None,Catholic
8852,2,Waterloohawk Road,Amanda,Thomas,68,Head,Widowed,Female,Retired Newspaper journalist,None,Christian
8853,3,Waterloohawk Road,Carolyn,Charlton,32,Head,Single,Female,"Psychotherapist, dance movement",None,None
8854,3,Waterloohawk Road,Elliot,Smith,35,Partner,Single,Male,Unemployed,None,None
8855,3,Waterloohawk Road,Oliver,Charlton,3,Son,NA,Male,Child,None,NA
8856,4,Waterloohawk Road,Francis,Bennett,58,Head,Married,Male,Accounting technician,None,Christian
8857,4,Waterloohawk Road,Frances,Bennett,54,Wife,Married,Female,"Psychologist, educational",None,Christian
8858,5,Waterloohawk Road,Elaine,Payne,84,Head,Widowed,Female,"Retired Lecturer, further education",None,Christian
8859,6,Waterloohawk Road,Katherine,Peacock,58,Head,Single,Female,Clinical embryologist,None,Catholic
8860,7,Waterloohawk Road,Martin,Griffiths,44,Head,Divorced,Male,Chartered management accountant,None,Catholic
8861,8,Waterloohawk Road,Conor,Hudson,39,Head,Single,Male,"Surveyor, rural practice",None,None
8862,8,Waterloohawk Road,Donna,White,37,Partner,Single,Female,"Librarian, academic",None,None
8863,9,Waterloohawk Road,Jordan,Thomson,45,Head,Single,Male,Community education officer,None,None
8864,9,Waterloohawk Road,Tracy,Cooper,41,Partner,Single,Female,Veterinary surgeon,None,None
8865,10,Waterloohawk Road,Nicole,Jones,68,Head,Widowed,Female,Retired IT sales professional,None,Christian
8866,1,Shaw Pass,Laura,Duffy,42,Head,Married,Female,Building services engineer,None,Christian
8867,1,Shaw Pass,Jay,Duffy,45,Husband,Married,Male,"Engineer, manufacturing systems",None,Christian
8868,1,Shaw Pass,Joe,Duffy,13,Nephew,NA,Male,Student,None,NA
8869,1,Shaw Pass,Charlotte,North,12,Neice,NA,Female,Student,None,NA
8870,1,Shaw Pass,Rachel,North,8,Neice,NA,Female,Student,None,NA
8871,2,Shaw Pass,Barbara,Connor,58,Head,Married,Female,Musician,None,Christian
8872,2,Shaw Pass,Philip,Connor,63,Husband,Married,Male,Unemployed,None,Christian
8873,2,Shaw Pass,Darren,Connor,24,Son,Divorced,Male,"Conservator, museum/gallery",None,Christian
8874,2,Shaw Pass,Roger,Connor,22,Son,Single,Male,Counselling psychologist,None,None
8875,2,Shaw Pass,Elaine,Connor,13,Daughter,NA,Female,Student,None,NA
8876,3,Shaw Pass,Danielle,Elliott,37,Head,Single,Female,"Clinical scientist, histocompatibility and immunogenetics",None,Catholic
8877,3,Shaw Pass,Catherine,Hall,49,None,Single,Female,"Horticulturist, commercial",None,Catholic
8878,3,Shaw Pass,Michelle,Wall,54,None,Single,Female,"Engineer, maintenance",None,Christian
8879,4,Shaw Pass,Andrea,Wood,50,Head,Married,Female,Press photographer,None,Christian
8880,4,Shaw Pass,Gordon,Wood,51,Husband,Married,Male,"Engineer, aeronautical",None,Christian
8881,4,Shaw Pass,Kyle,Wood,23,Son,Single,Male,Arts development officer,None,Christian
8882,4,Shaw Pass,Emily,Wood,19,Daughter,Divorced,Female,University Student,None,Christian
8883,4,Shaw Pass,Eleanor,Wood,16,Daughter,NA,Female,Student,None,NA
8884,5,Shaw Pass,Derek,Lawrence,54,Head,Married,Male,Holiday representative,None,Christian
8885,5,Shaw Pass,Janice,Lawrence,55,Wife,Married,Female,"Geologist, engineering",None,None
8886,5,Shaw Pass,Raymond,Lawrence,29,Son,Single,Male,Financial risk analyst,None,None
8887,5,Shaw Pass,Rachael,Lawrence,28,Daughter,Single,Female,Energy engineer,None,Christian
8888,5,Shaw Pass,Valerie,Lawrence,27,Daughter,Single,Female,Tree surgeon,None,Christian
8889,5,Shaw Pass,Anne,Lawrence,23,Daughter,Single,Female,Photographer,None,Christian
8890,5,Shaw Pass,Gail,Lawrence,15,Daughter,NA,Female,Student,None,NA
8891,6,Shaw Pass,Chelsea,Edwards,26,Head,Married,Female,Fitness centre manager,None,None
8892,6,Shaw Pass,Roger,Edwards,27,Husband,Married,Male,Outdoor activities/education manager,None,None
8893,6,Shaw Pass,Edward,Edwards,10,Son,NA,Male,Student,None,NA
8894,6,Shaw Pass,Jemma,Edwards,7,Daughter,NA,Female,Student,None,NA
8895,6,Shaw Pass,Hilary,Edwards,7,Daughter,NA,Female,Student,None,NA
8896,7,Shaw Pass,Bryan,Whittaker,45,Head,Married,Male,Ship broker,None,Christian
8897,7,Shaw Pass,Jenna,Whittaker,42,Wife,Married,Female,Chief Marketing Officer,None,Christian
8898,7,Shaw Pass,Joe,Whittaker,15,Son,NA,Male,Student,None,NA
8899,7,Shaw Pass,Shannon,Whittaker,12,Daughter,NA,Female,Student,None,NA
8900,7,Shaw Pass,Carly,Whittaker,10,Daughter,NA,Female,Student,None,NA
8901,8,Shaw Pass,Ashleigh,Black,38,Head,Single,Female,"Scientist, water quality",None,Christian
8902,8,Shaw Pass,Gail,Black,5,Daughter,NA,Female,Student,None,NA
8903,8,Shaw Pass,Ricky,Black,2,Son,NA,Male,Child,None,NA
8904,8,Shaw Pass,Sylvia,Phillips,25,Lodger,Single,Female,Art therapist,None,None
8905,8,Shaw Pass,Beth,Walters,57,Lodger,Single,Female,Solicitor,None,None
8906,9,Shaw Pass,Stephanie,Hughes,63,Head,Widowed,Female,Corporate investment banker,None,Christian
8907,9,Shaw Pass,Lisa,Hughes,32,Daughter,Divorced,Female,Warden/ranger,None,Christian
8908,9,Shaw Pass,Bruce,Hughes,32,Son,Single,Male,Unemployed,None,Christian
8909,9,Shaw Pass,Joanna,Hughes,32,Daughter,Single,Female,Building control surveyor,None,Christian
8910,9,Shaw Pass,Chloe,Hughes,30,Daughter,Single,Female,Broadcast journalist,None,None
8911,10,Shaw Pass,Eileen,Ward,32,Head,Single,Female,"Merchandiser, retail",None,None
8912,10,Shaw Pass,Oliver,Williams,35,Partner,Single,Male,Accommodation manager,None,None
8913,11,Shaw Pass,Denise,Thompson,64,Head,Widowed,Female,Insurance risk surveyor,None,Methodist
8914,11,Shaw Pass,Sally,Thompson,29,Daughter,Widowed,Female,Claims inspector/assessor,None,Methodist
8915,11,Shaw Pass,Leigh,Thompson,25,Son,Single,Male,"Psychologist, clinical",None,None
8916,11,Shaw Pass,Janice,Thompson,21,Daughter,Single,Female,University Student,None,Methodist
8917,11,Shaw Pass,Stephen,Thompson,15,Son,NA,Male,Student,None,NA
8918,11,Shaw Pass,Tracey,Thompson,13,Daughter,NA,Female,Student,None,NA
8919,11,Shaw Pass,Carolyn,Thompson,13,Daughter,NA,Female,Student,None,NA
8920,11,Shaw Pass,Douglas,Thompson,9,Son,NA,Male,Student,None,NA
8921,11,Shaw Pass,Karen,Thompson,9,Daughter,NA,Female,Student,None,NA
8922,11,Shaw Pass,Danny,Thompson,6,Son,NA,Male,Student,None,NA
8923,11,Shaw Pass,Hayley,Thompson,3,Daughter,NA,Female,Child,None,NA
8924,12,Shaw Pass,Teresa,Martin,53,Head,Single,Female,Fisheries officer,None,Christian
8925,12,Shaw Pass,Amelia,Green,18,None,Single,Female,Student,None,NA
8926,12,Shaw Pass,Mathew,Mellor,43,None,Single,Male,Horticultural consultant,None,None
8927,12,Shaw Pass,Alison,Richardson,20,None,Divorced,Female,University Student,None,Christian
8928,12,Shaw Pass,Naomi,Williams,40,None,Single,Female,Air broker,None,Christian
8929,12,Shaw Pass,Guy,Brown,20,None,Single,Male,University Student,None,Catholic
8930,12,Shaw Pass,George,Iqbal,34,None,Single,Male,"Scientist, product/process development",None,None
8931,12,Shaw Pass,Rachael,Davies,18,None,Single,Female,Student,None,NA
8932,12,Shaw Pass,Georgia,Wilson,60,None,Single,Female,Product designer,None,None
8933,12,Shaw Pass,Mohamed,James,46,None,Single,Male,Technical author,None,Catholic
8934,12,Shaw Pass,Alice,Fisher,49,None,Single,Female,Advertising copywriter,None,Catholic
8935,12,Shaw Pass,Danielle,Edwards,18,None,Single,Female,Student,None,NA
8936,12,Shaw Pass,Jessica,Wilson,23,None,Single,Female,Chief Strategy Officer,None,Muslim
8937,12,Shaw Pass,Teresa,Jones,23,None,Single,Female,Technical sales engineer,None,Catholic
8938,12,Shaw Pass,Ashley,Begum,20,None,Single,Male,University Student,None,None
8939,12,Shaw Pass,Emma,Robertson,53,None,Single,Female,Social worker,None,Christian
8940,12,Shaw Pass,Lydia,Patel,26,None,Single,Female,Charity fundraiser,None,None
8941,12,Shaw Pass,Beverley,Thomson,36,None,Single,Female,Advertising account planner,None,Catholic
8942,13,Shaw Pass,Kirsty,Watson,20,Head,Single,female,University Student,None,None
8943,13,Shaw Pass,George,Barlow,30,None,Single,Male,"Production designer, theatre/television/film",None,Muslim
8944,13,Shaw Pass,Deborah,Roberts,57,None,Single,Female,Cytogeneticist,None,None
8945,13,Shaw Pass,Stanley,Taylor,64,None,Single,Male,Personal assistant,None,None
8946,13,Shaw Pass,Kate,Hunter,47,None,Single,Female,Health and safety inspector,None,Methodist
8947,14,Shaw Pass,Danielle,Bell,40,Head,Divorced,Female,"Scientist, audiological",None,None
8948,14,Shaw Pass,Naomi,Thomas,20,Lodger,Single,Female,University Student,None,None
8949,14,Shaw Pass,Carly,Cook,49,Sibling,Single,Female,Operational investment banker,None,Methodist
8950,14,Shaw Pass,Gordon,Bond,46,Lodger,Single,Male,"Production designer, theatre/television/film",None,Christian
8951,14,Shaw Pass,Dawn,Parker,36,Lodger,Divorced,Female,Publishing copy,None,Catholic
8952,14,Shaw Pass,Jessica,Edwards,23,Lodger,Single,Female,Chartered public finance accountant,None,Catholic
8953,14,Shaw Pass,Francis,Newman,45,Lodger,Single,Male,"Editor, magazine features",None,Christian
